Period_ID,IncidentNumber,Dowgate,Euston,Holloway,Islington,Kentish Town,Paddington,Soho,West Hampstead
1261,064566-22052017,0,0,0,1,0,0,0,0
1261,000161-01012017,0,0,0,0,0,1,0,0
1262,107109-08082017,0,1,0,0,0,0,0,0
1262,138369-14102017,0,0,0,0,1,0,0,0
1262,005053-12012017,0,0,1,0,0,0,0,0
1263,029520-11032017,0,0,0,0,0,0,1,0
1264,087666-02072017,0,0,0,0,0,0,0,1
1265,070554-02062017,0,0,1,0,0,0,0,0
1265,063793-21052017,0,0,0,0,0,0,1,0
1265,065337-24052017,0,0,0,1,0,0,0,0
1265,134950-07102017,1,0,0,0,0,0,0,0
1266,072806-07062017,0,0,0,0,0,0,1,0
1267,053498-29042017,0,0,0,0,0,0,0,1
1267,119864-04092017,0,0,0,0,1,0,0,0
1267,050684-23042017,0,0,0,0,1,0,0,0
1268,010135-24012017,0,0,0,1,0,0,0,0
1268,005178-12012017,0,0,0,0,0,1,0,0
1268,138496-14102017,0,0,0,0,0,0,1,0
1268,083318-24062017,0,0,1,0,0,0,0,0
1268,124349-14092017,0,0,0,0,0,0,0,1
1269,107848-09082017,0,0,0,0,0,0,1,0
1270,143877-25102017,0,1,0,0,0,0,0,0
1270,058911-11052017,0,0,0,0,0,0,0,1
1270,119607-04092017,1,0,0,0,0,0,0,0
1270,040802-05042017,0,0,0,0,0,1,0,0
1270,080010-19062017,0,0,0,0,1,0,0,0
1270,094751-13072017,0,0,0,0,1,0,0,0
1271,133859-05102017,0,0,0,0,0,0,1,0
1272,016933-09022017,0,0,0,0,0,0,0,1
1272,119924-05092017,0,0,1,0,0,0,0,0
1272,092283-09072017,0,0,0,1,0,0,0,0
1272,098677-21072017,0,0,0,0,0,0,1,0
1273,124822-15092017,0,0,0,0,1,0,0,0
1273,010361-24012017,0,0,0,0,0,0,0,1
1274,062835-19052017,1,0,0,0,0,0,0,0
1274,110832-16082017,0,0,0,0,0,0,1,0
1274,050682-23042017,0,1,0,0,0,0,0,0
1275,007887-19012017,0,0,0,0,0,1,0,0
1275,052552-27042017,0,0,0,0,0,0,1,0
1275,112997-21082017,0,0,0,0,1,0,0,0
1275,101105-26072017,0,0,0,1,0,0,0,0
1275,108329-11082017,0,0,0,0,0,1,0,0
1276,014569-04022017,0,0,0,0,0,0,0,1
1276,073668-09062017,0,0,0,0,1,0,0,0
1276,028607-09032017,0,0,0,0,0,0,0,1
1277,019302-15022017,0,0,1,0,0,0,0,0
1277,009766-23012017,0,0,0,0,0,0,1,0
1277,030965-14032017,0,1,0,0,0,0,0,0
1277,057284-07052017,1,0,0,0,0,0,0,0
1278,140079-18102017,0,0,0,0,0,0,1,0
1278,070788-03062017,0,0,0,1,0,0,0,0
1278,033502-20032017,0,0,0,0,1,0,0,0
1279,078242-17062017,0,0,0,0,0,1,0,0
1279,116771-29082017,0,0,0,0,1,0,0,0
1280,062707-18052017,0,0,1,0,0,0,0,0
1280,031241-15032017,0,0,0,0,0,0,1,0
1281,005275-13012017,0,0,0,1,0,0,0,0
1281,066271-26052017,0,0,0,0,1,0,0,0
1282,014457-03022017,0,0,0,0,0,0,1,0
1282,088028-02072017,0,0,0,0,1,0,0,0
1282,055539-03052017,0,0,0,0,0,0,0,1
1282,089809-06072017,0,1,0,0,0,0,0,0
1283,089888-06072017,0,0,1,0,0,0,0,0
1283,001820-04012017,0,0,0,0,0,0,1,0
1283,084855-26062017,0,0,0,0,0,1,0,0
1284,121817-09092017,0,0,0,1,0,0,0,0
1284,021262-20022017,0,0,0,0,0,1,0,0
1284,128451-23092017,1,0,0,0,0,0,0,0
1284,125036-16092017,0,0,0,0,1,0,0,0
1285,038104-30032017,0,0,0,0,0,0,0,1
1285,075457-13062017,0,1,0,0,0,0,0,0
1285,017590-11022017,0,0,0,0,1,0,0,0
1286,052552-27042017,0,0,0,0,0,0,1,0
1286,062204-17052017,0,0,0,0,0,0,1,0
1287,089413-05072017,0,0,0,0,0,1,0,0
1287,127044-20092017,0,0,1,0,0,0,0,0
1287,118782-02092017,1,0,0,0,0,0,0,0
1287,032714-18032017,0,0,0,0,0,0,0,1
1288,107116-08082017,0,0,0,0,0,1,0,0
1288,075188-12062017,0,0,0,1,0,0,0,0
1288,050261-22042017,0,0,0,0,1,0,0,0
1289,021573-21022017,0,1,0,0,0,0,0,0
1289,017351-10022017,0,0,0,0,0,0,0,1
1290,118253-01092017,0,0,0,0,0,0,1,0
1290,119267-03092017,0,0,0,0,0,0,1,0
1290,023577-25022017,0,0,0,0,1,0,0,0
1291,021339-20022017,0,0,0,0,1,0,0,0
1291,108125-10082017,0,0,0,0,0,1,0,0
1291,036190-26032017,1,0,0,0,0,0,0,0
1291,072595-07062017,0,0,1,0,0,0,0,0
1292,129209-24092017,0,0,0,0,0,0,0,1
1292,010202-24012017,0,0,0,1,0,0,0,0
1292,043369-09042017,0,0,0,0,0,1,0,0
1293,090105-06072017,0,1,0,0,0,0,0,0
1293,057668-08052017,0,0,0,0,0,0,1,0
1294,053428-29042017,0,0,0,0,0,0,0,1
1294,100522-25072017,1,0,0,0,0,0,0,0
1294,142418-22102017,0,0,0,0,0,0,1,0
1294,133878-05102017,0,0,0,0,0,1,0,0
1295,055622-04052017,0,0,1,0,0,0,0,0
1295,023323-24022017,0,0,0,0,1,0,0,0
1296,018517-13022017,0,0,0,1,0,0,0,0
1296,113801-23082017,0,0,0,0,0,0,1,0
1297,146495-31102017,0,0,0,0,0,0,1,0
1297,071506-04062017,0,0,0,0,0,1,0,0
1297,045529-13042017,0,1,0,0,0,0,0,0
1297,135725-08102017,1,0,0,0,0,0,0,0
1298,134069-05102017,0,0,0,0,1,0,0,0
1298,122932-11092017,0,0,0,0,1,0,0,0
1298,027771-07032017,0,0,0,0,0,1,0,0
1298,069862-01062017,0,0,1,0,0,0,0,0
1299,085337-27062017,0,0,0,1,0,0,0,0
1299,032610-18032017,0,0,0,0,0,0,1,0
1299,031827-16032017,0,0,0,0,0,0,0,1
1299,014025-02022017,0,0,0,0,0,0,0,1
1300,026978-04032017,1,0,0,0,0,0,0,0
1300,022460-23022017,0,1,0,0,0,0,0,0
1300,096724-17072017,0,0,0,0,0,1,0,0
1301,048180-18042017,0,0,0,0,0,1,0,0
1302,091522-08072017,0,0,0,0,0,0,1,0
1302,016632-09022017,0,0,0,0,1,0,0,0
1302,035665-25032017,0,0,0,0,1,0,0,0
1303,064160-21052017,0,0,0,0,0,0,1,0
1303,080572-20062017,0,0,0,0,0,0,0,1
1303,042926-09042017,0,0,1,0,0,0,0,0
1304,052981-28042017,0,0,0,1,0,0,0,0
1304,143131-24102017,0,0,0,0,0,1,0,0
1304,094613-13072017,0,1,0,0,0,0,0,0
1304,127535-21092017,0,0,0,0,0,0,0,1
1305,084453-26062017,0,0,0,0,1,0,0,0
1305,102301-29072017,0,0,0,0,1,0,0,0
1305,042857-08042017,0,0,0,0,0,0,1,0
1305,041845-07042017,0,0,0,0,0,1,0,0
1306,136935-11102017,0,0,0,0,0,0,1,0
1306,143474-25102017,0,0,1,0,0,0,0,0
1306,114703-25082017,0,0,0,0,0,0,0,1
1307,056430-06052017,0,0,0,1,0,0,0,0
1308,130204-27092017,0,0,0,0,0,0,1,0
1309,070831-03062017,0,0,0,0,0,0,0,1
1309,062956-19052017,0,0,0,0,0,1,0,0
1309,004471-11012017,0,1,0,0,0,0,0,0
1310,049954-22042017,0,0,0,0,0,0,1,0
1311,127454-21092017,1,0,0,0,0,0,0,0
1311,133504-04102017,0,0,0,1,0,0,0,0
1312,069433-31052017,0,0,0,0,1,0,0,0
1312,055076-02052017,0,0,0,0,0,0,1,0
1313,022359-23022017,0,0,0,0,0,0,0,1
1313,023859-25022017,0,0,1,0,0,0,0,0
1313,072710-07062017,0,1,0,0,0,0,0,0
1313,110418-15082017,0,0,0,0,1,0,0,0
1314,127038-20092017,0,0,0,0,0,0,1,0
1314,072112-06062017,0,0,0,1,0,0,0,0
1315,077848-16062017,0,0,0,0,0,0,1,0
1315,026619-04032017,1,0,0,0,0,0,0,0
1315,091410-08072017,0,0,0,0,0,0,0,1
1315,031271-15032017,0,0,0,0,1,0,0,0
1316,126572-19092017,0,1,0,0,0,0,0,0
1317,086924-01072017,0,0,1,0,0,0,0,0
1317,025757-02032017,0,0,0,1,0,0,0,0
1317,012401-29012017,0,0,0,0,0,0,0,1
1317,058038-09052017,0,0,0,0,1,0,0,0
1318,013037-31012017,0,0,0,0,0,1,0,0
1318,111357-17082017,0,0,0,0,0,0,0,1
1319,070554-02062017,0,0,0,0,1,0,0,0
1319,011609-27012017,1,0,0,0,0,0,0,0
1319,136343-10102017,0,0,0,0,0,0,1,0
1320,130504-27092017,0,0,0,0,0,0,1,0
1321,133880-05102017,0,0,0,1,0,0,0,0
1321,020231-17022017,0,0,1,0,0,0,0,0
1321,017447-11022017,0,0,0,0,1,0,0,0
1321,089386-05072017,0,1,0,0,0,0,0,0
1322,037695-29032017,0,0,0,0,0,1,0,0
1322,084311-26062017,0,0,0,0,0,0,1,0
1323,047899-18042017,0,0,0,0,0,0,0,1
1323,040414-04042017,0,0,0,0,1,0,0,0
1323,043138-09042017,0,0,0,0,0,0,1,0
1323,086419-29062017,0,0,0,0,0,0,0,1
1323,112952-21082017,1,0,0,0,0,0,0,0
1324,061280-16052017,0,0,1,0,0,0,0,0
1324,013657-01022017,0,1,0,0,0,0,0,0
1325,120290-05092017,0,0,0,0,0,0,0,0
1325,016111-07022017,0,0,0,0,0,0,0,0
1325,012944-30012017,0,0,0,0,0,0,0,0
1325,035473-24032017,0,0,0,0,0,0,0,0
1325,132985-03102017,0,0,0,0,0,0,0,0
1325,129429-25092017,0,0,0,0,0,0,0,0
1326,057819-08052017,0,0,0,0,1,0,0,0
1326,090475-07072017,0,0,0,0,0,0,0,1
1327,033520-20032017,0,0,0,0,0,0,0,1
1327,102014-28072017,1,0,0,0,0,0,0,0
1327,020744-18022017,0,0,0,0,0,0,1,0
1328,087551-02072017,0,0,1,0,0,0,0,0
1328,127070-20092017,0,0,0,1,0,0,0,0
1328,054126-30042017,0,0,0,0,1,0,0,0
1329,009035-22012017,0,0,0,0,0,0,1,0
1330,127133-20092017,0,1,0,0,0,0,0,0
1330,081573-21062017,0,0,0,0,0,1,0,0
1330,144913-28102017,0,0,0,0,0,0,1,0
1331,040143-03042017,0,0,0,0,0,1,0,0
1331,064330-22052017,0,0,0,1,0,0,0,0
1331,031913-16032017,1,0,0,0,0,0,0,0
1332,052738-27042017,0,0,0,0,0,0,1,0
1332,063069-19052017,0,0,1,0,0,0,0,0
1333,098210-20072017,0,1,0,0,0,0,0,0
1333,076629-14062017,0,0,0,0,0,0,1,0
1333,105936-05082017,0,0,0,0,0,1,0,0
1334,051658-25042017,1,0,0,0,0,0,0,0
1334,069717-01062017,0,0,0,1,0,0,0,0
1334,033138-19032017,0,0,0,0,1,0,0,0
1335,129517-25092017,0,0,0,0,1,0,0,0
1335,113254-22082017,0,0,1,0,0,0,0,0
1336,089809-06072017,0,1,0,0,0,0,0,0
1337,110077-14082017,0,0,0,0,0,1,0,0
1337,126602-19092017,0,0,0,0,0,0,1,0
1337,139628-17102017,0,0,0,0,0,0,1,0
1337,145416-29102017,0,0,0,0,0,0,0,1
1338,023177-24022017,0,0,0,0,0,1,0,0
1338,045411-13042017,0,0,0,0,1,0,0,0
1338,022504-23022017,0,0,0,0,1,0,0,0
1338,067373-27052017,0,0,1,0,0,0,0,0
1339,029737-11032017,0,0,0,0,0,0,0,1
1339,046531-15042017,0,0,0,1,0,0,0,0
1339,018423-13022017,1,0,0,0,0,0,0,0
1339,042057-07042017,0,1,0,0,0,0,0,0
1340,143182-24102017,0,0,0,0,0,1,0,0
1340,026943-04032017,0,0,0,0,0,0,1,0
1340,001150-03012017,0,0,0,0,0,0,1,0
1341,072930-07062017,0,0,0,0,1,0,0,0
1341,011338-27012017,0,0,0,0,0,1,0,0
1342,016551-08022017,0,0,1,0,0,0,0,0
1342,032394-17032017,0,0,0,1,0,0,0,0
1343,005753-14012017,0,0,0,0,0,1,0,0
1343,058529-10052017,0,0,0,0,0,0,1,0
1344,071948-05062017,0,0,0,0,0,0,0,1
1344,063854-21052017,0,0,0,0,1,0,0,0
1345,026868-04032017,0,1,0,0,0,0,0,0
1345,124873-15092017,0,0,0,0,0,0,1,0
1345,013081-31012017,0,0,0,0,0,0,0,1
1346,132538-02102017,0,0,0,0,0,0,1,0
1346,044704-11042017,0,0,0,0,0,1,0,0
1346,021447-20022017,0,0,0,0,1,0,0,0
1346,037761-29032017,0,0,0,0,0,1,0,0
1346,086845-30062017,0,0,0,1,0,0,0,0
1346,067251-27052017,0,0,1,0,0,0,0,0
1347,006880-17012017,0,0,0,0,1,0,0,0
1347,010063-24012017,0,0,0,0,0,0,0,1
1348,120203-05092017,0,1,0,0,0,0,0,0
1348,123298-12092017,0,0,0,0,0,0,1,0
1348,027424-06032017,1,0,0,0,0,0,0,0
1349,046813-16042017,0,0,0,0,0,0,1,0
1349,099123-22072017,0,0,1,0,0,0,0,0
1349,137105-12102017,0,0,0,0,0,0,0,1
1350,022932-23022017,0,0,0,0,0,1,0,0
1350,142745-23102017,0,0,0,1,0,0,0,0
1350,073976-10062017,0,0,0,0,0,1,0,0
1351,071809-05062017,1,0,0,0,0,0,0,0
1352,072755-07062017,0,0,0,0,0,0,1,0
1353,079505-18062017,0,0,0,0,1,0,0,0
1354,020445-18022017,0,0,0,0,0,0,1,0
1355,143986-26102017,0,0,0,0,0,0,1,0
1356,095934-16072017,0,0,1,0,0,0,0,0
1356,029485-11032017,0,0,0,1,0,0,0,0
1356,146724-31102017,0,0,0,0,1,0,0,0
1357,014049-02022017,0,0,0,0,0,0,1,0
1357,074138-10062017,0,0,0,0,0,0,0,1
1358,140788-19102017,1,0,0,0,0,0,0,0
1358,049314-20042017,0,0,0,0,0,0,1,0
1358,009166-22012017,0,0,0,0,0,1,0,0
1358,044038-10042017,0,1,0,0,0,0,0,0
1359,037097-28032017,0,0,0,1,0,0,0,0
1359,052014-26042017,0,0,0,0,0,1,0,0
1360,034900-23032017,0,0,0,0,1,0,0,0
1360,083713-25062017,0,0,0,0,0,0,1,0
1360,038241-30032017,0,0,1,0,0,0,0,0
1361,027510-06032017,0,0,0,0,0,0,0,1
1361,039924-03042017,0,0,0,0,1,0,0,0
1361,137531-12102017,1,0,0,0,0,0,0,0
1362,136025-09102017,0,0,0,0,0,0,0,1
1363,107134-08082017,0,0,0,0,1,0,0,0
1363,098336-20072017,0,0,1,0,0,0,0,0
1363,121301-08092017,0,1,0,0,0,0,0,0
1363,018964-14022017,0,0,0,1,0,0,0,0
1364,134923-07102017,0,0,0,0,1,0,0,0
1364,084433-26062017,0,0,0,0,0,0,0,1
1365,019880-16022017,0,0,0,0,0,0,1,0
1365,014981-05022017,0,0,0,0,0,0,0,1
1366,025047-28022017,0,0,0,0,0,0,1,0
1366,092109-09072017,0,1,0,0,0,0,0,0
1367,093019-10072017,1,0,0,0,0,0,0,0
1368,029210-10032017,0,0,0,0,0,1,0,0
1368,045939-14042017,0,0,0,0,0,0,1,0
1368,035154-24032017,0,0,0,1,0,0,0,0
1369,102504-29072017,0,0,0,0,0,1,0,0
1370,002552-06012017,0,0,0,0,0,0,1,0
1371,068643-30052017,0,1,0,0,0,0,0,0
1371,027027-05032017,0,0,0,0,0,0,1,0
1372,112070-19082017,0,0,0,0,0,1,0,0
1373,008255-20012017,1,0,0,0,0,0,0,0
1373,007995-19012017,0,0,0,0,0,0,1,0
1374,027574-06032017,0,0,0,0,0,0,0,1
1374,111919-18082017,0,0,0,0,0,0,1,0
1374,081864-22062017,0,0,0,0,0,1,0,0
1375,005074-12012017,0,1,0,0,0,0,0,0
1375,096800-17072017,0,0,0,0,0,0,0,1
1375,072061-05062017,0,0,0,1,0,0,0,0
1376,034875-23032017,0,0,0,0,0,1,0,0
1376,100462-25072017,0,0,0,0,0,0,1,0
1376,008686-21012017,0,0,1,0,0,0,0,0
1376,030767-14032017,1,0,0,0,0,0,0,0
1377,113195-21082017,0,0,0,0,0,0,0,1
1377,137219-12102017,0,0,0,0,1,0,0,0
1378,088162-03072017,0,0,0,0,0,1,0,0
1378,086537-30062017,0,1,0,0,0,0,0,0
1378,124312-14092017,0,0,0,0,0,0,1,0
1378,007967-19012017,0,0,0,0,1,0,0,0
1378,065648-25052017,0,0,0,1,0,0,0,0
1378,138121-14102017,0,0,0,0,0,0,0,1
1379,075146-12062017,0,0,1,0,0,0,0,0
1380,092013-09072017,0,0,0,0,0,0,0,1
1380,056823-06052017,0,0,0,0,0,1,0,0
1380,056596-06052017,0,0,0,0,1,0,0,0
1381,144856-28102017,0,0,0,0,0,0,1,0
1381,113023-21082017,0,0,0,0,1,0,0,0
1381,058043-09052017,0,0,0,0,0,0,1,0
1382,015383-06022017,0,1,0,0,0,0,0,0
1382,020703-18022017,0,0,0,0,0,0,0,1
1383,073171-08062017,0,0,0,1,0,0,0,0
1383,108605-11082017,0,0,0,0,1,0,0,0
1383,090247-06072017,1,0,0,0,0,0,0,0
1383,143160-24102017,0,0,0,0,0,1,0,0
1383,000321-01012017,0,0,1,0,0,0,0,0
1384,006534-16012017,0,0,0,0,0,0,0,1
1385,049523-21042017,0,0,0,0,1,0,0,0
1385,130005-26092017,0,0,0,0,0,0,1,0
1385,035983-25032017,0,1,0,0,0,0,0,0
1385,066720-26052017,0,0,0,0,0,0,1,0
1385,094461-13072017,0,0,0,0,0,0,0,1
1386,059047-11052017,1,0,0,0,0,0,0,0
1387,127873-22092017,0,0,0,0,0,1,0,0
1387,060847-15052017,0,0,0,0,0,1,0,0
1388,082193-22062017,0,0,0,1,0,0,0,0
1388,000058-01012017,0,0,0,0,0,0,1,0
1388,030465-13032017,0,1,0,0,0,0,0,0
1388,139628-17102017,0,0,0,0,1,0,0,0
1388,068155-29052017,0,0,0,0,0,0,1,0
1389,126815-19092017,0,0,0,0,0,0,0,1
1390,022448-23022017,1,0,0,0,0,0,0,0
1390,089616-05072017,0,0,0,0,0,1,0,0
1391,022501-23022017,0,0,1,0,0,0,0,0
1391,103101-30072017,0,0,0,0,1,0,0,0
1391,001169-03012017,0,0,0,0,1,0,0,0
1391,005171-12012017,0,0,0,0,0,0,1,0
1391,057503-08052017,0,0,0,0,0,0,1,0
1391,041845-07042017,0,1,0,0,0,0,0,0
1391,106257-06082017,0,0,0,1,0,0,0,0
1391,035975-25032017,0,0,0,0,0,0,0,1
1392,089628-05072017,0,0,0,0,0,0,0,0
1392,064763-23052017,0,0,0,0,0,0,0,0
1392,021262-20022017,0,0,0,0,0,0,0,0
1393,088946-04072017,0,0,0,0,0,1,0,0
1393,046673-15042017,0,0,0,0,0,0,0,1
1394,027760-07032017,0,0,1,0,0,0,0,0
1394,128605-23092017,0,0,0,0,0,0,0,1
1395,120079-05092017,1,0,0,0,0,0,0,0
1395,113590-22082017,0,0,0,1,0,0,0,0
1395,094489-13072017,0,0,0,0,1,0,0,0
1396,103939-01082017,0,0,0,0,0,0,0,1
1396,090064-06072017,0,0,0,0,1,0,0,0
1396,054126-30042017,0,1,0,0,0,0,0,0
1396,133091-03102017,0,0,0,0,0,1,0,0
1397,069599-01062017,0,0,1,0,0,0,0,0
1397,061748-17052017,0,0,0,0,0,0,1,0
1397,019233-15022017,0,0,0,0,0,0,1,0
1398,067128-27052017,1,0,0,0,0,0,0,0
1398,075137-12062017,0,0,0,1,0,0,0,0
1398,016709-09022017,0,0,0,0,0,1,0,0
1399,097240-18072017,0,1,0,0,0,0,0,0
1400,041612-06042017,0,0,0,0,0,0,0,1
1400,076400-14062017,0,0,0,0,0,0,1,0
1401,064818-23052017,0,0,0,0,1,0,0,0
1401,086292-29062017,0,0,0,0,1,0,0,0
1402,093395-11072017,1,0,0,0,0,0,0,0
1402,001523-04012017,0,1,0,0,0,0,0,0
1403,017756-11022017,0,0,0,0,0,0,1,0
1404,090410-06072017,0,0,0,0,0,0,1,0
1404,111834-18082017,0,0,1,0,0,0,0,0
1404,053734-29042017,0,0,0,1,0,0,0,0
1405,106855-07082017,0,1,0,0,0,0,0,0
1405,014933-05022017,0,0,0,0,1,0,0,0
1406,020484-18022017,1,0,0,0,0,0,0,0
1406,055226-03052017,0,0,0,0,0,1,0,0
1406,059367-12052017,0,0,0,0,1,0,0,0
1406,084942-26062017,0,0,0,0,0,0,1,0
1407,107018-08082017,0,0,0,0,0,0,0,1
1407,024554-27022017,0,0,0,0,0,0,1,0
1407,052821-28042017,0,0,0,1,0,0,0,0
1408,074230-10062017,0,0,0,0,0,0,0,0
1408,096483-17072017,0,0,0,0,0,0,0,0
1408,017447-11022017,0,0,0,0,0,0,0,0
1408,073234-08062017,0,0,0,0,0,0,0,0
1408,020116-17022017,0,0,0,0,0,0,0,0
1408,015343-06022017,0,0,0,0,0,0,0,0
1409,141664-21102017,0,0,0,0,0,0,1,0
1410,036339-26032017,0,0,0,0,1,0,0,0
1410,115153-26082017,0,0,0,0,1,0,0,0
1410,120720-06092017,0,0,1,0,0,0,0,0
1410,008298-20012017,0,0,0,1,0,0,0,0
1410,130205-27092017,1,0,0,0,0,0,0,0
1410,058618-10052017,0,0,0,0,0,0,0,1
1411,003777-09012017,0,0,0,0,0,0,1,0
1411,081052-20062017,0,0,0,0,0,0,0,1
1411,143418-24102017,0,1,0,0,0,0,0,0
1411,054873-02052017,0,0,0,0,0,1,0,0
1412,086511-30062017,0,0,0,0,0,0,0,0
1412,127454-21092017,0,0,0,0,0,0,0,0
1412,078197-17062017,0,0,0,0,0,0,0,0
1412,144795-28102017,0,0,0,0,0,0,0,0
1412,122187-10092017,0,0,0,0,0,0,0,0
1413,040970-05042017,0,0,0,1,0,0,0,0
1413,096178-16072017,0,0,1,0,0,0,0,0
1413,118486-01092017,0,0,0,0,0,0,0,1
1414,112934-21082017,0,0,0,0,0,0,1,0
1415,128044-22092017,0,0,0,0,0,0,1,0
1416,110060-14082017,0,1,0,0,0,0,0,0
1416,097271-18072017,0,0,0,0,0,1,0,0
1416,063013-19052017,0,0,0,0,1,0,0,0
1416,100455-25072017,0,0,1,0,0,0,0,0
1417,073354-08062017,0,0,0,0,0,0,1,0
1417,131151-29092017,1,0,0,0,0,0,0,0
1417,123805-13092017,0,0,0,0,0,1,0,0
1418,080392-20062017,0,0,0,0,0,0,1,0
1418,069594-01062017,0,0,0,1,0,0,0,0
1419,003956-09012017,0,0,0,0,0,0,0,1
1419,061887-17052017,0,0,0,0,0,1,0,0
1419,099224-22072017,0,0,1,0,0,0,0,0
1419,078529-17062017,0,1,0,0,0,0,0,0
1420,014239-03022017,0,0,0,0,0,0,1,0
1420,084494-26062017,0,0,0,0,1,0,0,0
1421,039448-02042017,0,0,0,0,0,0,0,1
1421,089250-05072017,0,0,0,0,0,0,1,0
1421,058529-10052017,0,0,0,0,0,1,0,0
1421,038571-31032017,1,0,0,0,0,0,0,0
1421,002914-07012017,0,0,0,1,0,0,0,0
1422,072481-06062017,0,0,0,0,1,0,0,0
1422,061764-17052017,0,1,0,0,0,0,0,0
1422,044799-12042017,0,0,0,0,0,1,0,0
1423,120077-05092017,0,0,1,0,0,0,0,0
1423,006729-16012017,0,0,0,0,1,0,0,0
1424,038979-01042017,0,0,0,0,0,1,0,0
1424,079409-18062017,1,0,0,0,0,0,0,0
1424,009887-23012017,0,0,0,0,0,0,1,0
1424,123090-12092017,0,0,0,0,0,0,1,0
1424,055158-02052017,0,0,0,1,0,0,0,0
1425,034729-23032017,0,1,0,0,0,0,0,0
1425,041147-05042017,0,0,0,0,0,0,0,1
1425,119659-04092017,0,0,0,0,0,1,0,0
1426,092066-09072017,0,0,0,0,1,0,0,0
1427,040863-05042017,0,0,0,0,0,0,1,0
1427,039013-01042017,0,0,1,0,0,0,0,0
1427,127560-21092017,0,0,0,0,1,0,0,0
1428,035597-25032017,0,1,0,0,0,0,0,0
1428,055244-03052017,0,0,0,0,0,0,0,1
1428,094662-13072017,0,0,0,0,0,0,0,1
1428,037417-29032017,0,0,0,0,0,0,1,0
1428,101673-27072017,0,0,0,0,0,1,0,0
1428,126194-18092017,0,0,0,1,0,0,0,0
1428,129133-24092017,0,0,0,0,0,1,0,0
1429,021815-21022017,0,0,0,0,0,0,0,0
1429,126695-19092017,0,0,0,0,0,0,0,0
1429,019423-15022017,0,0,0,0,0,0,0,0
1429,037523-29032017,0,0,0,0,0,0,0,0
1429,059936-13052017,0,0,0,0,0,0,0,0
1430,120711-06092017,0,0,0,0,1,0,0,0
1430,024810-27022017,0,0,1,0,0,0,0,0
1431,013400-01022017,0,0,0,0,0,0,1,0
1431,118745-02092017,1,0,0,0,0,0,0,0
1431,082973-24062017,0,0,0,0,0,0,1,0
1431,057924-09052017,0,0,0,1,0,0,0,0
1431,003809-09012017,0,0,0,0,0,1,0,0
1432,002801-07012017,0,1,0,0,0,0,0,0
1432,097235-18072017,0,0,0,0,1,0,0,0
1433,093928-12072017,0,0,0,0,0,0,0,1
1433,020405-18022017,0,0,0,0,1,0,0,0
1433,053537-29042017,0,0,0,0,0,1,0,0
1433,068368-29052017,0,0,1,0,0,0,0,0
1434,035343-24032017,0,0,0,0,0,0,1,0
1434,089821-06072017,1,0,0,0,0,0,0,0
1434,088357-03072017,0,0,0,0,0,1,0,0
1434,009690-23012017,0,0,0,0,0,0,1,0
1435,122118-09092017,0,0,0,1,0,0,0,0
1435,120412-06092017,0,1,0,0,0,0,0,0
1436,121174-07092017,0,0,0,0,0,1,0,0
1436,127466-21092017,0,0,1,0,0,0,0,0
1437,064700-23052017,0,0,0,0,1,0,0,0
1437,089981-06072017,0,0,0,0,1,0,0,0
1437,112214-19082017,0,0,0,0,0,0,0,1
1438,015846-07022017,0,0,0,0,0,0,0,1
1438,034900-23032017,0,0,0,0,0,1,0,0
1438,010015-24012017,0,0,0,0,0,0,1,0
1438,016303-08022017,0,0,0,1,0,0,0,0
1438,009624-23012017,0,0,0,0,0,0,1,0
1439,135939-09102017,0,0,0,0,0,1,0,0
1439,047887-18042017,1,0,0,0,0,0,0,0
1439,133191-03102017,0,0,1,0,0,0,0,0
1440,066029-25052017,0,1,0,0,0,0,0,0
1440,063227-20052017,0,0,0,0,0,0,0,1
1440,094383-13072017,0,0,0,0,1,0,0,0
1441,132019-01102017,0,0,0,0,0,0,1,0
1442,116332-28082017,0,0,0,0,0,0,0,1
1442,101746-27072017,1,0,0,0,0,0,0,0
1442,043779-10042017,0,0,1,0,0,0,0,0
1443,137619-13102017,0,1,0,0,0,0,0,0
1444,127573-21092017,0,0,0,0,0,0,1,0
1444,070835-03062017,0,0,0,0,0,0,1,0
1444,051625-25042017,0,0,0,0,1,0,0,0
1445,089250-05072017,1,0,0,0,0,0,0,0
1445,009686-23012017,0,0,1,0,0,0,0,0
1445,083546-24062017,0,0,0,1,0,0,0,0
1445,112549-20082017,0,0,0,0,0,1,0,0
1446,087662-02072017,0,0,0,0,1,0,0,0
1446,104890-03082017,0,0,0,0,0,1,0,0
1446,131978-30092017,0,0,0,0,0,0,0,1
1446,080172-19062017,0,1,0,0,0,0,0,0
1447,005338-13012017,0,0,0,0,0,0,1,0
1448,101474-27072017,0,0,0,0,0,0,1,0
1448,140663-19102017,1,0,0,0,0,0,0,0
1449,135899-09102017,0,1,0,0,0,0,0,0
1449,014897-04022017,0,0,0,1,0,0,0,0
1449,053564-29042017,0,0,1,0,0,0,0,0
1450,046658-15042017,0,0,0,0,0,0,1,0
1450,124736-15092017,0,0,0,0,0,1,0,0
1451,070327-02062017,0,0,0,0,0,0,1,0
1451,042154-07042017,1,0,0,0,0,0,0,0
1451,024853-27022017,0,0,0,0,0,0,0,1
1452,134933-07102017,0,1,0,0,0,0,0,0
1452,123769-13092017,0,0,0,1,0,0,0,0
